PCTNAME	MCDNAME	COUNTYNAME	TOTVOTING	USPRSR	USPRSDFL	USPRSTOTAL	pct_usprsr_2012	pct_usprsd_2012	victory_margin_2012
SHAKOPEE P-7	Shakopee	Scott	1098	525	528	1090	48.17	48.44	0
SHAKOPEE P-8	Shakopee	Scott	1460	751	668	1452	51.72	46.01	6
SHAKOPEE P-9	Shakopee	Scott	1095	692	386	1091	63.43	35.38	28
SHAKOPEE P-10	Shakopee	Scott	2325	1174	1072	2313	50.76	46.35	4
SHAKOPEE P-11	Shakopee	Scott	1234	690	523	1231	56.05	42.49	14
SHAKOPEE P-12A	Shakopee	Scott	1345	763	553	1341	56.9	41.24	16
SHAKOPEE P-12B	Shakopee	Scott	31	5	26	31	16.13	83.87	-68
SHAKOPEE P-13	Shakopee	Scott	182	92	89	182	50.55	48.9	2
SPRING LAKE TWP	Spring Lake Twp	Scott	2244	1503	685	2236	67.22	30.64	37
BALDWIN TWP P2	Baldwin Twp	Sherburne	1745	1070	614	1736	61.64	35.37	26
BECKER CITY	Becker	Sherburne	2147	1289	792	2138	60.29	37.04	23
BECKER TWP	Becker Twp	Sherburne	2625	1738	824	2620	66.34	31.45	35
BIG LAKE CITY P-01	Big Lake	Sherburne	1230	631	556	1226	51.47	45.35	6
BIG LAKE CITY P-02	Big Lake	Sherburne	1167	632	494	1159	54.53	42.62	12
BIG LAKE CITY P-03	Big Lake	Sherburne	2422	1438	911	2412	59.62	37.77	22
BIG LAKE TWP P1	Big Lake Twp	Sherburne	1440	878	533	1436	61.14	37.12	24
BLUE HILL TWP	Blue Hill Twp	Sherburne	1086	699	364	1081	64.66	33.67	31
CLEAR LAKE CITY	Clear Lake	Sherburne	268	146	104	263	55.51	39.54	16
CLEAR LAKE TWP	Clear Lake Twp	Sherburne	1082	665	392	1072	62.03	36.57	25
ELK RIVER W1 P1A	Elk River	Sherburne	1499	825	627	1495	55.18	41.94	13
ELK RIVER W2 P2A	Elk River	Sherburne	1617	1064	513	1610	66.09	31.86	34
ELK RIVER W3 P3A	Elk River	Sherburne	1225	651	543	1222	53.27	44.44	9
ELK RIVER W4 P4A	Elk River	Sherburne	1527	865	635	1522	56.83	41.72	15
HAVEN TWP	Haven Twp	Sherburne	1307	809	464	1304	62.04	35.58	26
LIVONIA TWP P1	Livonia Twp	Sherburne	1263	832	398	1256	66.24	31.69	35
ORROCK TWP	Orrock Twp	Sherburne	1869	1193	625	1854	64.35	33.71	31
PALMER TWP	Palmer Twp	Sherburne	1452	912	498	1444	63.16	34.49	29
PRINCETON CITY P2	Princeton	Sherburne	44	20	24	44	45.45	54.55	-9
ST CLOUD W2 P5	St. Cloud	Sherburne	685	242	418	682	35.48	61.29	-26
ST CLOUD W2 P6	St. Cloud	Sherburne	769	313	433	765	40.92	56.6	-16
ST CLOUD W2 P7	St. Cloud	Sherburne	1256	513	696	1247	41.14	55.81	-15
SANTIAGO TWP	Santiago Twp	Sherburne	949	619	300	945	65.5	31.75	34
ZIMMERMAN P-1	Zimmerman	Sherburne	1257	739	481	1251	59.07	38.45	21
ZIMMERMAN P-2	Zimmerman	Sherburne	1250	779	431	1244	62.62	34.65	28
BIG LAKE TWP P2	Big Lake Twp	Sherburne	1233	788	425	1232	63.96	34.5	29
BIG LAKE TWP P3	Big Lake Twp	Sherburne	746	473	260	745	63.49	34.9	29
BIG LAKE TWP P4	Big Lake Twp	Sherburne	856	569	269	855	66.55	31.46	35
BALDWIN TWP P1	Baldwin Twp	Sherburne	1759	1122	595	1755	63.93	33.9	30
ELK RIVER W1 P1B	Elk River	Sherburne	1800	1041	714	1790	58.16	39.89	18
ELK RIVER W2 P2B	Elk River	Sherburne	1774	1110	636	1766	62.85	36.01	27
ELK RIVER W3 P3B	Elk River	Sherburne	2029	1053	901	2019	52.15	44.63	8
ELK RIVER W4 P4B	Elk River	Sherburne	1366	828	510	1359	60.93	37.53	23
LIVONIA TWP P2	Livonia Twp	Sherburne	1896	1256	598	1892	66.38	31.61	35
LIVONIA TWP P3	Livonia Twp	Sherburne	68	46	19	68	67.65	27.94	40
ALFSBORG TWP.	Alfsborg Twp	Sibley	167	112	47	166	67.47	28.31	39
ARLINGTON	Arlington	Sibley	1039	580	430	1028	56.42	41.83	15
ARLINGTON TWP.	Arlington Twp	Sibley	328	198	121	328	60.37	36.89	23
BISMARCK TWP.	Bismarck Twp	Sibley	157	108	41	156	69.23	26.28	43
CORNISH TWP.	Cornish Twp	Sibley	141	93	43	141	65.96	30.5	35
DRYDEN TWP.	Dryden Twp	Sibley	172	115	49	171	67.25	28.65	39
FAXON TWP.	Faxon Twp	Sibley	387	240	138	387	62.02	35.66	26
GAYLORD	Gaylord	Sibley	1018	500	480	1011	49.46	47.48	2
GIBBON	Gibbon	Sibley	388	213	157	379	56.2	41.42	15
GRAFTON TWP.	Grafton Twp	Sibley	144	98	44	144	68.06	30.56	38
GREEN ISLE	Green Isle	Sibley	296	184	102	294	62.59	34.69	28
GREEN ISLE TWP.	Green Isle Twp	Sibley	288	207	75	288	71.88	26.04	46
HENDERSON	Henderson	Sibley	482	232	233	481	48.23	48.44	0
HENDERSON TWP.	Henderson Twp	Sibley	376	250	117	373	67.02	31.37	36
JESSENLAND TWP.	Jessenland Twp	Sibley	268	163	93	265	61.51	35.09	26
KELSO TWP.	Kelso Twp	Sibley	177	104	69	177	58.76	38.98	20
LE SUEUR	Le Sueur	Sibley	0	0	0	0			
MOLTKE TWP.	Moltke Twp	Sibley	164	96	60	162	59.26	37.04	22
NEW AUBURN CITY	New Auburn	Sibley	189	120	57	186	64.52	30.65	34
NEW AUBURN TWP.	New Auburn Twp	Sibley	254	197	54	254	77.56	21.26	56
SEVERANCE TWP.	Severance Twp	Sibley	130	74	52	127	58.27	40.94	17
SIBLEY TWP.	Sibley Twp	Sibley	166	110	52	166	66.27	31.33	35
TRANSIT TWP.	Transit Twp	Sibley	157	117	36	157	74.52	22.93	52
WASHINGTON LAKE TWP.	Washington Lake Twp	Sibley	308	229	73	308	74.35	23.7	51
WINTHROP CITY	Winthrop	Sibley	672	353	293	666	53	43.99	9
ALBANY	Albany	Stearns	1224	778	416	1216	63.98	34.21	30
ALBANY TWP	Albany Twp	Stearns	474	352	108	470	74.89	22.98	52
ASHLEY TWP	Ashley Twp	Stearns	133	106	23	131	80.92	17.56	63
AVON	Avon	Stearns	784	465	299	780	59.62	38.33	21
AVON TWP P-1	Avon Twp	Stearns	615	413	190	615	67.15	30.89	36
AVON TWP P-2	Avon Twp	Stearns	625	353	253	622	56.75	40.68	16
BELGRADE	Belgrade	Stearns	330	145	174	328	44.21	53.05	-9
BROCKWAY TWP	Brockway Twp	Stearns	1580	1008	524	1568	64.29	33.42	31
BROOTEN	Brooten	Stearns	309	124	182	308	40.26	59.09	-19
CLEARWATER	Clearwater	Stearns	0	0	0	0			
COLD SPRING	Cold Spring	Stearns	2000	1126	804	1976	56.98	40.69	16
COLLEGEVILLE TWP P1	Collegeville Twp	Stearns	1190	680	482	1184	57.43	40.71	17
COLLEGEVILLE TWP P2	Collegeville Twp	Stearns	1049	441	553	1047	42.12	52.82	-11
CROW LAKE TWP	Crow Lake Twp	Stearns	161	94	62	160	58.75	38.75	20
CROW RIVER TWP	Crow River Twp	Stearns	161	76	82	160	47.5	51.25	-4
EDEN LAKE TWP	Eden Lake Twp	Stearns	858	514	324	855	60.12	37.89	22
EDEN VALLEY	Eden Valley	Stearns	210	110	95	209	52.63	45.45	7
ELROSA	Elrosa	Stearns	124	92	28	122	75.41	22.95	52
FAIR HAVEN TWP	Fair Haven Twp	Stearns	853	480	346	845	56.8	40.95	16
FARMING TWP	Farming Twp	Stearns	519	379	131	519	73.03	25.24	48
FREEPORT	Freeport	Stearns	336	234	93	335	69.85	27.76	42
GETTY TWP	Getty Twp	Stearns	181	142	34	180	78.89	18.89	60
GREENWALD	Greenwald	Stearns	122	94	26	122	77.05	21.31	56
GROVE TWP	Grove Twp	Stearns	237	167	64	236	70.76	27.12	44
HOLDING TWP	Holding Twp	Stearns	622	426	176	614	69.38	28.66	41
HOLDINGFORD	Holdingford	Stearns	354	221	121	353	62.61	34.28	28
KIMBALL	Kimball	Stearns	357	170	176	356	47.75	49.44	-2
KRAIN TWP	Krain Twp	Stearns	493	365	109	489	74.64	22.29	52
LAKE GEORGE TWP	Lake George Twp	Stearns	166	117	46	165	70.91	27.88	43
LAKE HENRY	Lake Henry	Stearns	43	31	10	43	72.09	23.26	49
LAKE HENRY TWP	Lake Henry Twp	Stearns	143	108	30	142	76.06	21.13	55
LE SAUK TWP	Le Sauk Twp	Stearns	927	571	334	920	62.07	36.3	26
LUXEMBURG TWP	Luxemburg Twp	Stearns	349	277	69	349	79.37	19.77	60
LYNDEN TWP	Lynden Twp	Stearns	1117	657	432	1111	59.14	38.88	20
MAINE PRAIRIE TWP	Maine Prairie Twp	Stearns	1030	658	345	1025	64.2	33.66	31
MEIRE GROVE	Meire Grove	Stearns	80	60	15	79	75.95	18.99	57
MELROSE	Melrose	Stearns	1349	825	486	1342	61.48	36.21	25
MELROSE TWP	Melrose Twp	Stearns	398	285	104	398	71.61	26.13	45
MILLWOOD TWP	Millwood Twp	Stearns	570	453	100	564	80.32	17.73	63
MUNSON TWP P-1	Munson Twp	Stearns	405	256	142	402	63.68	35.32	28
MUNSON TWP P-2	Munson Twp	Stearns	479	279	190	475	58.74	40	19
NEW MUNICH	New Munich	Stearns	151	100	46	149	67.11	30.87	36
NORTH FORK TWP	North Fork Twp	Stearns	94	55	37	93	59.14	39.78	19
OAK TWP	Oak Twp	Stearns	303	220	68	299	73.58	22.74	51
PAYNESVILLE	Paynesville	Stearns	1244	718	492	1234	58.18	39.87	18
PAYNESVILLE TWP	Paynesville Twp	Stearns	875	522	337	871	59.93	38.69	21
RAYMOND TWP	Raymond Twp	Stearns	102	72	22	101	71.29	21.78	50
RICHMOND	Richmond	Stearns	762	500	252	759	65.88	33.2	33
ROCKVILLE P1	Rockville	Stearns	328	178	143	324	54.94	44.14	11
ROCKVILLE P2	Rockville	Stearns	1067	700	348	1063	65.85	32.74	33
ROSCOE	Roscoe	Stearns	51	31	15	47	65.96	31.91	34
ST ANTHONY	St. Anthony	Stearns	38	31	7	38	81.58	18.42	63
ST AUGUSTA	St. Augusta	Stearns	1913	1266	612	1907	66.39	32.09	34
ST CLOUD W1 P1	St. Cloud	Stearns	1373	448	846	1357	33.01	62.34	-29
ST CLOUD W1 P2	St. Cloud	Stearns	1444	519	822	1436	36.14	57.24	-21
ST CLOUD W1 P3	St. Cloud	Stearns	852	284	513	846	33.57	60.64	-27
ST CLOUD W1 P4	St. Cloud	Stearns	838	360	439	835	43.11	52.57	-9
ST CLOUD W1 P5	St. Cloud	Stearns	673	254	380	662	38.37	57.4	-19
ST CLOUD W1 P6	St. Cloud	Stearns	1025	541	456	1018	53.14	44.79	8
ST CLOUD W1 P7	St. Cloud	Stearns	1195	373	773	1188	31.4	65.07	-34
ST CLOUD W2 P2	St. Cloud	Stearns	1687	706	917	1681	42	54.55	-13
ST CLOUD W3 P1	St. Cloud	Stearns	1519	782	696	1512	51.72	46.03	6
ST CLOUD W3 P2	St. Cloud	Stearns	1392	649	699	1388	46.76	50.36	-4
ST CLOUD W3 P3	St. Cloud	Stearns	1846	973	828	1842	52.82	44.95	8
ST CLOUD W3 P4	St. Cloud	Stearns	830	393	407	823	47.75	49.45	-2
ST CLOUD W3 P5	St. Cloud	Stearns	920	453	435	916	49.45	47.49	2
ST CLOUD W3 P6	St. Cloud	Stearns	1213	568	609	1208	47.02	50.41	-3
ST CLOUD W3 P7	St. Cloud	Stearns	1281	537	699	1271	42.25	55	-13
ST CLOUD W4 P1	St. Cloud	Stearns	943	442	474	940	47.02	50.43	-3
ST CLOUD W4 P2	St. Cloud	Stearns	582	233	318	577	40.38	55.11	-15
ST CLOUD W4 P3	St. Cloud	Stearns	722	309	381	714	43.28	53.36	-10
ST CLOUD W4 P4	St. Cloud	Stearns	1342	522	778	1329	39.28	58.54	-19
ST CLOUD W4 P5	St. Cloud	Stearns	1205	610	570	1203	50.71	47.38	3
ST CLOUD W4 P6	St. Cloud	Stearns	2076	1128	900	2067	54.57	43.54	11
ST CLOUD W4 P7	St. Cloud	Stearns	1946	1069	826	1937	55.19	42.64	13
ST JOSEPH P1	St. Joseph	Stearns	1596	604	936	1581	38.2	59.2	-21
ST JOSEPH P2	St. Joseph	Stearns	2084	1036	994	2079	49.83	47.81	2
ST JOSEPH TWP P-1	St. Joseph Twp	Stearns	931	552	365	928	59.48	39.33	20
ST JOSEPH TWP P-2	St. Joseph Twp	Stearns	5	3	2	5	60	40	20
ST MARTIN	St. Martin	Stearns	161	133	24	161	82.61	14.91	68
ST MARTIN TWP	St. Martin Twp	Stearns	233	178	53	232	76.72	22.84	54
ST ROSA	St. Rosa	Stearns	36	27	9	36	75	25	50
ST STEPHEN	St. Stephen	Stearns	467	326	128	464	70.26	27.59	43
ST WENDEL TWP	St. Wendel Twp	Stearns	1354	807	515	1350	59.78	38.15	22
SARTELL P-7	Sartell	Stearns	1514	962	527	1511	63.67	34.88	29
SARTELL P-5	Sartell	Stearns	1098	590	475	1093	53.98	43.46	11
SARTELL P-1	Sartell	Stearns	1647	895	705	1640	54.57	42.99	12
SARTELL P-6	Sartell	Stearns	812	473	326	811	58.32	40.2	18
SARTELL P-3	Sartell	Stearns	1232	668	538	1228	54.4	43.81	11
SARTELL P-4	Sartell	Stearns	1230	679	520	1224	55.47	42.48	13
SAUK CENTRE	Sauk Centre	Stearns	2021	1238	725	2010	61.59	36.07	26
SAUK CENTRE TWP	Sauk Centre Twp	Stearns	572	404	162	569	71	28.47	43
SPRING HILL	Spring Hill	Stearns	42	32	9	42	76.19	21.43	55
SPRING HILL TWP	Spring Hill Twp	Stearns	173	139	28	169	82.25	16.57	66
WAITE PARK P1	Waite Park	Stearns	1010	457	501	1001	45.65	50.05	-4
WAITE PARK P2	Waite Park	Stearns	1688	736	896	1676	43.91	53.46	-10
WAITE PARK P3	Waite Park	Stearns	382	213	160	379	56.2	42.22	14
WAITE PARK P4	Waite Park	Stearns	0	0	0	0			
WAKEFIELD TWP	Wakefield Twp	Stearns	1662	1059	574	1653	64.07	34.72	29
ZION TWP	Zion Twp	Stearns	187	126	56	185	68.11	30.27	38
AURORA TWP.	Aurora Twp	Steele	326	187	130	326	57.36	39.88	17
BERLIN TWP.	Berlin Twp	Steele	283	155	109	280	55.36	38.93	16
BLOOMING PRAIRIE	Blooming Prairie	Steele	984	383	564	974	39.32	57.91	-19
BLOOMING PRAIRIE TWP.	Blooming Prairie Twp	Steele	251	130	112	250	52	44.8	7
CLINTON FALLS TWP.	Clinton Falls Twp	Steele	237	133	99	237	56.12	41.77	14
DEERFIELD TWP.	Deerfield Twp	Steele	309	198	106	307	64.5	34.53	30
ELLENDALE	Ellendale	Steele	384	192	175	381	50.39	45.93	4
HAVANA TWP.	Havana Twp	Steele	358	224	123	357	62.75	34.45	28
LEMOND TWP.	Lemond Twp	Steele	292	184	97	290	63.45	33.45	30
MEDFORD	Medford	Steele	634	350	265	628	55.73	42.2	14
MEDFORD TWP.	Medford Twp	Steele	344	195	140	342	57.02	40.94	16
MERIDEN TWP.	Meriden Twp	Steele	355	208	135	354	58.76	38.14	21
MERTON TWP.	Merton Twp	Steele	227	127	86	225	56.44	38.22	18
OWATONNA W-1 P-1	Owatonna	Steele	1296	599	654	1288	46.51	50.78	-4
OWATONNA W-1 P-2	Owatonna	Steele	1543	837	667	1541	54.32	43.28	11
OWATONNA W-2 P-1	Owatonna	Steele	1230	608	576	1223	49.71	47.1	3
OWATONNA W-2 P-2	Owatonna	Steele	1657	969	653	1653	58.62	39.5	19
OWATONNA W-3 P-1	Owatonna	Steele	953	420	495	946	44.4	52.33	-8
OWATONNA W-3 P-2	Owatonna	Steele	1079	480	570	1076	44.61	52.97	-8
OWATONNA W-4 P-1	Owatonna	Steele	1435	689	694	1429	48.22	48.57	0
OWATONNA W-4 P-2	Owatonna	Steele	1442	736	650	1424	51.69	45.65	6
OWATONNA W-5 P-1	Owatonna	Steele	1282	667	580	1278	52.19	45.38	7
OWATONNA W-5 P-2	Owatonna	Steele	1248	651	567	1242	52.42	45.65	7
OWATONNA TWP.	Owatonna Twp	Steele	388	253	126	387	65.37	32.56	33
SOMERSET TWP.	Somerset Twp	Steele	436	215	207	435	49.43	47.59	2
SUMMIT TWP.	Summit Twp	Steele	255	113	126	251	45.02	50.2	-5
ALBERTA	Alberta	Stevens	60	34	26	60	56.67	43.33	13
BAKER TWP.	Baker Twp	Stevens	71	44	22	71	61.97	30.99	31
CHOKIO	Chokio	Stevens	244	128	112	244	52.46	45.9	7
DARNEN TWP.	Darnen Twp	Stevens	149	102	45	149	68.46	30.2	38
DONNELLY	Donnelly	Stevens	157	86	66	157	54.78	42.04	13
DONNELLY TWP.	Donnelly Twp	Stevens	62	33	27	62	53.23	43.55	10
ELDORADO TWP.	Eldorado Twp	Stevens	65	38	22	64	59.38	34.38	25
EVERGLADE TWP.	Everglade Twp	Stevens	59	34	25	59	57.63	42.37	15
FRAMNAS TWP.	Framnas Twp	Stevens	191	113	73	188	60.11	38.83	21
HANCOCK	Hancock	Stevens	366	216	142	363	59.5	39.12	20
HODGES TWP.	Hodges Twp	Stevens	166	136	26	164	82.93	15.85	67
HORTON TWP.	Horton Twp	Stevens	105	93	11	104	89.42	10.58	79
MOORE TWP.	Moore Twp	Stevens	127	108	18	126	85.71	14.29	71
MORRIS P-1A	Morris	Stevens	451	137	296	449	30.51	65.92	-35
MORRIS P-1B	Morris	Stevens	537	247	277	534	46.25	51.87	-6
MORRIS P-2A	Morris	Stevens	592	170	392	587	28.96	66.78	-38
MORRIS P-2B	Morris	Stevens	521	135	357	519	26.01	68.79	-43
MORRIS P-3A	Morris	Stevens	603	206	373	602	34.22	61.96	-28
MORRIS P-3B	Morris	Stevens	486	274	204	482	56.85	42.32	15
MORRIS TWP.	Morris Twp	Stevens	199	140	56	198	70.71	28.28	42
PEPPERTON TWP.	Pepperton Twp	Stevens	78	50	28	78	64.1	35.9	28
RENDSVILLE TWP.	Rendsville Twp	Stevens	88	51	36	87	58.62	41.38	17
SCOTT TOWNSHIP	Scott Twp	Stevens	76	37	37	76	48.68	48.68	0
STEVENS TWP.	Stevens Twp	Stevens	43	30	12	43	69.77	27.91	42
SWAN LAKE TWP.	Swan Lake Twp	Stevens	138	94	41	138	68.12	29.71	38
SYNNES TWP.	Synnes Twp	Stevens	49	30	18	48	62.5	37.5	25
APPLETON	Appleton	Swift	672	239	409	662	36.1	61.78	-26
APPLETON TWP.	Appleton Twp	Swift	123	69	47	122	56.56	38.52	18
BENSON P-1	Benson	Swift	918	333	470	830	40.12	56.63	-17
BENSON P-2	Benson	Swift	875	358	429	804	44.53	53.36	-9
BENSON TWP.	Benson Twp	Swift	211	71	118	189	37.57	62.43	-25
CAMP LAKE TWP.	Camp Lake Twp	Swift	116	21	92	116	18.1	79.31	-61
CASHEL TWP.	Cashel Twp	Swift	81	43	38	81	53.09	46.91	6
CLONTARF	Clontarf	Swift	85	34	49	85	40	57.65	-18
CLONTARF TWP.	Clontarf Twp	Swift	42	13	26	39	33.33	66.67	-33
DANVERS	Danvers	Swift	50	27	21	49	55.1	42.86	12
DEGRAFF	DeGraff	Swift	81	35	39	78	44.87	50	-5
DUBLIN TWP.	Dublin Twp	Swift	94	49	35	85	57.65	41.18	16
EDISON TWP.	Edison Twp	Swift	60	22	36	60	36.67	60	-23
FAIRFIELD TWP.	Fairfield Twp	Swift	73	44	26	73	60.27	35.62	25
HAYES TWP.	Hayes Twp	Swift	110	42	65	108	38.89	60.19	-21
HEGBERT TWP.	Hegbert Twp	Swift	62	30	31	62	48.39	50	-2
HOLLOWAY	Holloway	Swift	55	11	37	53	20.75	69.81	-49
KERKHOVEN	Kerkhoven	Swift	454	242	179	426	56.81	42.02	15
KERKHOVEN TWP.	Kerkhoven Twp	Swift	147	66	73	146	45.21	50	-5
KILDARE TWP.	Kildare Twp	Swift	83	33	43	76	43.42	56.58	-13
MARYSLAND TWP.	Marysland Twp	Swift	39	14	25	39	35.9	64.1	-28
MOYER TWP.	Moyer Twp	Swift	52	17	31	50	34	62	-28
MURDOCK	Murdock	Swift	136	55	72	127	43.31	56.69	-13
PILLSBURY TWP.	Pillsbury Twp	Swift	164	98	59	158	62.03	37.34	25
SHIBLE TWP.	Shible Twp	Swift	74	37	35	74	50	47.3	3
SIX MILE GROVE TWP.	Six Mile Grove Twp	Swift	87	44	39	87	50.57	44.83	6
SWENODA TWP.	Swenoda Twp	Swift	77	35	39	75	46.67	52	-5
TARA TWP.	Tara Twp	Swift	54	29	22	53	54.72	41.51	13
TORNING TWP.	Torning Twp	Swift	242	108	110	225	48	48.89	-1
WEST BANK TWP.	West Bank Twp	Swift	90	29	56	87	33.33	64.37	-31
BARTLETT TWP	Bartlett Twp	Todd	208	137	65	208	65.87	31.25	35
BERTHA	Bertha	Todd	231	131	95	231	56.71	41.13	16
BERTHA TWP	Bertha Twp	Todd	192	104	84	192	54.17	43.75	10
BIRCHDALE TWP	Birchdale Twp	Todd	484	273	194	480	56.88	40.42	16
BROWERVILLE	Browerville	Todd	331	169	149	331	51.06	45.02	6
BRUCE TWP	Bruce Twp	Todd	274	162	107	273	59.34	39.19	20
BURLEENE TWP	Burleene Twp	Todd	180	97	81	180	53.89	45	9
BURNHAMVILLE TWP	Burnhamville Twp	Todd	405	235	157	401	58.6	39.15	19
BURTRUM	Burtrum	Todd	57	21	34	57	36.84	59.65	-23
CLARISSA	Clarissa	Todd	336	148	172	334	44.31	51.5	-7
EAGLE BEND	Eagle Bend	Todd	254	121	126	252	48.02	50	-2
EAGLE VALLEY TWP	Eagle Valley Twp	Todd	240	123	106	237	51.9	44.73	7
FAWN LAKE TWP	Fawn Lake Twp	Todd	263	160	92	258	62.02	35.66	26
GERMANIA TWP	Germania Twp	Todd	187	126	59	186	67.74	31.72	36
GORDON TWP	Gordon Twp	Todd	366	242	118	365	66.3	32.33	34
GREY EAGLE	Grey Eagle	Todd	186	105	80	186	56.45	43.01	13
GREY EAGLE TWP	Grey Eagle Twp	Todd	379	207	165	377	54.91	43.77	11
HARTFORD TWP	Hartford Twp	Todd	323	164	150	319	51.41	47.02	4
HEWITT	Hewitt	Todd	108	42	57	107	39.25	53.27	-14
IONA TWP	Iona Twp	Todd	164	68	89	163	41.72	54.6	-13
KANDOTA TWP	Kandota Twp	Todd	428	266	151	425	62.59	35.53	27
LESLIE TWP	Leslie Twp	Todd	385	190	185	385	49.35	48.05	1
LITTLE ELK TWP	Little Elk Twp	Todd	151	81	67	150	54	44.67	9
LITTLE SAUK TWP	Little Sauk Twp	Todd	415	260	148	415	62.65	35.66	27
LONG PRAIRIE	Long Prairie	Todd	1212	653	527	1206	54.15	43.7	10
LONG PRAIRIE TWP	Long Prairie Twp	Todd	482	319	155	480	66.46	32.29	34
MORAN TWP	Moran Twp	Todd	279	181	91	278	65.11	32.73	32
OSAKIS	Osakis	Todd	87	49	36	87	56.32	41.38	15
REYNOLDS TWP	Reynolds Twp	Todd	313	184	116	309	59.55	37.54	22
ROUND PRAIRIE TWP	Round Prairie Twp	Todd	340	196	137	339	57.82	40.41	17
STAPLES	Staples	Todd	830	422	388	826	51.09	46.97	4
STAPLES TWP	Staples Twp	Todd	336	217	110	335	64.78	32.84	32
STOWE PRAIRIE TWP	Stowe Prairie Twp	Todd	251	160	82	248	64.52	33.06	31
SWANVILLE	Swanville	Todd	0	0	0	0			
TURTLE CREEK TWP	Turtle Creek Twp	Todd	166	86	78	166	51.81	46.99	5
VILLARD TWP	Villard Twp	Todd	347	214	124	346	61.85	35.84	26
WARD TWP	Ward Twp	Todd	281	159	104	275	57.82	37.82	20
WEST UNION	West Union	Todd	46	27	17	46	58.7	36.96	22
WEST UNION TWP	West Union Twp	Todd	158	109	47	158	68.99	29.75	39
WYKEHAM TWP	Wykeham Twp	Todd	192	111	76	192	57.81	39.58	18
ARTHUR TWP.	Arthur Twp	Traverse	41	24	17	41	58.54	41.46	17
BROWNS VALLEY	Browns Valley	Traverse	230	81	131	223	36.32	58.74	-22
CLIFTON TWP.	Clifton Twp	Traverse	46	20	26	46	43.48	56.52	-13
CROKE TWP	Croke Twp	Traverse	42	26	14	40	65	35	30
DOLLYMOUNT TWP.	Dollymount Twp	Traverse	42	29	13	42	69.05	30.95	38
DUMONT	Dumont	Traverse	66	25	37	65	38.46	56.92	-18
FOLSOM TWP.	Folsom Twp	Traverse	61	27	27	60	45	45	0
LAKE VALLEY TWP.	Lake Valley Twp	Traverse	148	72	73	147	48.98	49.66	-1
LEONARDSVILLE TWP.	Leonardsville Twp	Traverse	60	41	18	60	68.33	30	38
MONSON TWP.	Monson Twp	Traverse	71	44	25	69	63.77	36.23	28
PARNELL TWP.	Parnell Twp	Traverse	34	17	14	33	51.52	42.42	9
REDPATH TWP.	Redpath Twp	Traverse	16	5	11	16	31.25	68.75	-37
TARA TWP.	Tara Twp	Traverse	59	30	23	56	53.57	41.07	13
TAYLOR TWP.	Taylor Twp	Traverse	57	41	14	56	73.21	25	48
TINTAH	Tintah	Traverse	36	24	12	36	66.67	33.33	33
TINTAH TWP.	Tintah Twp	Traverse	26	15	11	26	57.69	42.31	15
WALLS TWP.	Walls Twp	Traverse	36	20	15	35	57.14	42.86	14
WHEATON P-1	Wheaton	Traverse	371	151	212	369	40.92	57.45	-17
WHEATON P-2	Wheaton	Traverse	391	152	231	391	38.87	59.08	-20
WINDSOR TWP.	Windsor Twp	Traverse	36	17	19	36	47.22	52.78	-6
BELLECHESTER	Bellechester	Wabasha	26	18	7	25	72	28	44
CHESTER TWP	Chester Twp	Wabasha	222	138	78	221	62.44	35.29	27
ELGIN CITY	Elgin	Wabasha	514	292	201	512	57.03	39.26	18
ELGIN TWP.	Elgin Twp	Wabasha	421	239	167	421	56.77	39.67	17
GILLFORD TWP.	Gillford Twp	Wabasha	276	163	103	275	59.27	37.45	22
GLASGOW TWP.	Glasgow Twp	Wabasha	148	83	58	147	56.46	39.46	17
GREENFIELD TWP.	Greenfield Twp	Wabasha	803	408	379	799	51.06	47.43	4
HAMMOND	Hammond	Wabasha	60	17	37	59	28.81	62.71	-34
HIGHLAND TWP.	Highland Twp	Wabasha	240	132	104	239	55.23	43.51	12
HYDE PARK TWP.	Hyde Park Twp	Wabasha	150	73	69	148	49.32	46.62	3
KELLOGG	Kellogg	Wabasha	242	107	127	241	44.4	52.7	-8
LAKE TWP.	Lake Twp	Wabasha	279	136	136	279	48.75	48.75	0
LAKE CITY P-1	Lake City	Wabasha	752	355	383	750	47.33	51.07	-4
LAKE CITY P-2	Lake City	Wabasha	708	299	387	702	42.59	55.13	-13
LAKE CITY P-3	Lake City	Wabasha	891	391	470	882	44.33	53.29	-9
MAZEPPA CITY	Mazeppa	Wabasha	433	196	222	428	45.79	51.87	-6
MAZEPPA TWP.	Mazeppa Twp	Wabasha	438	277	152	436	63.53	34.86	29
MILLVILLE	Millville	Wabasha	101	63	30	99	63.64	30.3	33
MINNEISKA  CITY	Minneiska	Wabasha	45	23	20	45	51.11	44.44	7
MINNEISKA TWP.	Minneiska Twp	Wabasha	94	43	47	94	45.74	50	-4
MOUNT PLEASANT TWP.	Mount Pleasant Twp	Wabasha	262	166	87	261	63.6	33.33	30
OAKWOOD TWP.	Oakwood Twp	Wabasha	221	123	87	220	55.91	39.55	16
PEPIN TWP.	Pepin Twp	Wabasha	255	86	162	253	33.99	64.03	-30
PLAINVIEW P-1	Plainview	Wabasha	884	462	386	879	52.56	43.91	9
PLAINVIEW P-2	Plainview	Wabasha	745	435	293	741	58.7	39.54	19
